Id;Review_text
343;Mi pedido fue por la talla 38 y me entregaron talla 37 encima es el cliente quién tiene q ir hasta la tienda a hacer el cambio y las tiendas de oechsle quedan lejos de mi domicilio muy mala experiencia de compra.
344;La compré el día de ayer y todas la funciones muy buenas ya la vincule a la app para ver el estado. Por el precio está muy bueno a comparación de otras refrigeradoras. Eso sí se recomienda el uso de un estabilizador ya que al ser controlador digital cualquier pulso (al enchufar-desenchufar) podría dañarla.
345;Me encantó pero las medidas no son las que dice en las indicaciones lo compre para irme de viaje porque decía una medida aceptable y resultó no medir así
346;Y yo debo experimentar la durabilidad para poder ponerle las 5 estrellas 🙃
347;No son iguales ala foto no lo recomiendo
348;La compré para mí hija y le encantó es tal cuál como se muestra en la página
349;Súper pedidas particularmente por su color
350;compre hace una semana todo bien
351;Me gusta es cálido para estación otoñal
352;Compré este producto reciente y me gusta se ve bonito en la mesa de mi hogar
353;Es suave al  caminar el tamaño del taco es ideal para una date.
354;Buen producto realizado y detallado
355;Compré unos zapatos casuales fantástico.
356;Compre a un precio razonable y me encanta
357;El short es igual a los de marcas reconocidas Columbia the North face. Son geniales para el verano y los colores son muy combinables. Recomendado al 100.
358;Queda super bonito y es tal cual la foto
359;El short es cómodo y bonito pero al lavarlo despinta mucho
360;Compre este producto y esta ok la talla los colores igual al de la foto.
361;Compré el jueves y me vino el sábado
362;color hermoso resistentes ruedas
363;Para uso escolar son muy cómodas ligeras y resistentes
364;Te pide que selecciones la talla pero no hay opciones de tallas.
365;Si van a rechazar el pedido deberían de especificar porque motivo no se aceptó  porque el inconveniente
366;Me lo he probado con el miedo de que sea muy rígido pero todo lo contrario es muy cómodo
367;me compre 1 de color entero crema pero esta la supero
368;No llega mi pedido ya paso más de una semana de la fecha de la supuesta entrega
369;Es buena máquina maravillosa..........
370;LA tengo y hasta ahora todo bien...
371;Compre un celular Samsung 5 y no me entregaron completo falto el motor del cargador
372;Muy bonito y el color fuera de lo común
373;Compre este producto hace unos días y estoy conforme
374;Me lo probé y esta lindooooooo
375;Osea compro el.producto ustedes lo anulan no me devuelven hasta ahora el dinero y encima me mandan una encuesta .
376;modelo clasico que combina con todo
377;No sé por qué razón cancelaron mi pedidoEn el correo no indica nadaY encima tengo que esperar 7 días aprox Para que devuelvan mi dineroQue perdida de tiempo.
378;Muy mal compro me hacen elegir una tienda para recoger diciendo q ahí si hay mis productos y después me dicen q no hay nunca más con ustedes.
379;Me llamaba la atención el producto
380;Compré el 19 y 20 dijeron q no había stock nadie me da razón de la devolución del dinero
381;NO ME ENVIARON EL PRODUCTO POR ESO SOLICITE DEVOLUCION
382;Pedi esta polera pero me llego otra
383;Personal flojo e irrespetuoso. No vuelvo a comprar con uds. Tengo fotos si les interesa saber quienes fueron.
384;El polo está bien hecho pero lo tuve que devolver el producto me llegó sucio y con un hueco. El despacho de la prenda fue mala.
385;Es muy bonita pues tienes varios compartimentos y es grande 
386;Muy bueno en relación precio/calidad no es como esas maderas que son débiles. Es madera de buena calidad solo que algunas partes tenían retazos como de otros colores. Es un poco pequeña pero así es el modelo.
387;buena calidad ................................
388;Vino rasgado y deteriorado . Se devolvera
389;Llegó antes de lo esperado buena calidad y buena atención
390;El producto es material 100% sintético de mala calidad incómodo por el material y genera una sensación de picazón cuando lo uso.
391;El color perfecto la talla adecuada en entalle sin molestias es cómodo al usarlo
392;Súper cómodo exactamente igual a la foto.
393;kkfeoaeswaswddddddddddddddddddddd
394;Muy buena calidad y precio. Excelente producto.
395;Cómo m1erd4 vale 17 mil soles es totalmente ridículo
396;No hay tallas y la talla 39 que compré parece de 38 hormas muy chicas
397;Los ventiladores llegaron dentro del plazo estipulado. Muy buena calidad precio cómodo no hacen ruido. Todo muy bien hasta ahora.
398;Muy bueno sonido impecable y buena calidad
399;Son de buena calidad y son como se muestran
400;Me.encanto liviana buen material y sobre muy lindo tiene tiene harta compartición muy lindo volveria a comprar
401;compre el producto y después de tres horas me envían un mensaje anulando mi pedido.
402;tinta generico de buena calidad
403;Compre el producto el sabado y domingo ya podía recogerlo.
404;Muy bonito muy buen precio muy buena calidad
405;El producto está muy bien la tela es excelente muy comoda pero es un poco más pequeña de lo que aparenta soy talla 34 y me queda muy ajustada por lo que asumo que debí comprar una en talla 36
406;Cuando recibi el producto uno de los pares de la zapatilla estaba en mal estado con mal acabado con pegamento que sobresalia y con raspones. Tuve que solicitar la devolución. Perdi tiempo y pasaje.
407;Compre este producto hace unos días y me entregaron unas zapatillas totalmente gastadas y con acabados totalmente horribles. Creo que piensan que están en el baratillo de ropa para mandar productos de segunda mano.
408;El diseño 11/10 tienen diseño elegante a un excelente precio ¡compramos dos juegos!. los platos y tazón tienen el tamaño ideal para una ración suficiente la taza tiene el tamaño apropiado para una buena taza de café pasado cuzqueño. La única obs es que los bordes superiores tienen un acabado áspero y tengo la sensación de que al mínimo golpe se quiñará
409;Nunca me lo entregaron por falta de stock. Fui a recoger con otra zapatillas que compré y me dijeron que lo habían cancelado sin notificarme antes. Me hicieron perder el tiempo y pasar un mal rato.
410;La entrega fue puntual  muy buen producto
411;Están bonitas las medias los colores tbn
412;Pude realizar la compra Online pero me cancelaron el pedido sin motivo alguno
413;El tv de 60' está genial es una tecnología muy buena
414;Las costuras de las lengüeta no tienen acabados se puede ver el relleno la plantilla interna se desprende. La presentacion del producto sin caja las zapatillas se entregaron envueltos en plastico film.
415;Las costuras de las lengüeta no tienen accesos se puede ver el relleno la plantilla interna se desprende. La presentacion del producto sin caja las zapatillas se entregaron envueltos en plastico film.
416;Se hizo la entrega del producto con la caja rota
417;compre el producto el dia jueves y a mi niña le encanto
418;Todo bien pero no incluye cargador 😃
419;Me cancelaron la compra es una estafa publicación engañosa
420;Fui a recoger unas compras y me dicen que no hay stock...! Hacen perder el tiempo...!
421;Compre el producto para probar por primera vez por qué me pareció rico la fragancia
422;Bonito pero la tela es muy delgada
423;No puedo calificar el producto porque no me lo entregan hacen seleccionar una fecha pero ya pasó 1 día y no hay confirmación de recojo en la tienda seleccionada espero no me hayan estafado el producto en realidad según la descripción tiene buenas características.
424;Llegó incompleto y justo era para un regalo y no pude hacer mi regalo a mi amiga. Quedé mal
425;No recibí nada ?????????????????
426;me entregaron unas zapatillas que no pedi y encima no puedo hacer la devolucion una estafa.
427;Muy buena calidad pero las tallas son muy pequeñas.
428;Hasta la fecha no me dan razón de la cancelación ni el reembolso
429;Deseo comprar está cocina Indurama y me sale q llega a mi domicilio en más de una semana. Si pago un poco más el envío llega más rápido?.
430;Compré la versión de 100ml ya que anteriormente probé con la de 50ml y me encantó. Sin embargo al usarla al instante me di cuenta que NO huele para nada igual hasta parece otro perfume hasta su fijador dura poquísimo tiempo. Muy mal. De ser así preferiría seguir usando la versión pequeña.
431;Ya llegó la zapatilla puedo recoger?
432;el poducto tiene la talla el color y deiño tal cual la imagen
433;Compré este producto y llegó en tiempo récord
434;El ventilador de la marca solé me encanta tiene muy buenas funciones que han aminorar el calor en mi hogar
435;Buena compra buen producto y envio rapido
436;Compré éste producto y realmente me funciona sobretodo si tienes la piel sensible como yo. Te lo recomiendo
437;Es un gran trabajador subenle el sueldo
438;Son muy comodas y bonitas para cualquier look
439;El nombre del mueble bien claro lo dice que es extensible y sin embargo no me a venido aso nose si faltan piezas o que pasa xq no me da esa opción de extenderlo mala compra no lo compren por nada.
440;Deberían poner una marca de agua de que el producto está agotado
441;El producto que adquirí es el que el elegido y estoy conforme
442;LAS TALLAS SON UN POCO MAS GRANDES DE LO QUE SE INDICA
443;No deberían pedir opinión sobre una compra que fue cancelada cómo califico un producto si no lo recibí?
444;Es un producto fácil de armar me gustó la manera en la que vino cada parte protegida muy potente excelente para este verano!
445;ME GUSTÓ EL MATERIAL TODO BIEN
446;No me arrepiento de mi compra muy bonita
447;Una excelente mochila que Oechle lo puso con una buena oferta
448;Quería probar este set y encontré este tamaño perfecto para viaje y para probar si me funciona.
449;Más de una semana esperando mi pedido para recoger en tienda y nada. Ni siquiera un correo diciendo la reprogramación señalando cuándo realmente llegará mi pedido.
450;En la página web coloque los datos de mi papá para que recoja el producto sin embargo no le quisieron dar porque sus datos no figuraban en el sistema
451;Recién e adquirido este producto y estoy impresionado con su calidad.
452;Lo he comprado la semana pasada y aún nada
453;El producto compre hace 4 meses y mě encanta
454;Es un buen productoEsta de mods
455;Compre el producto y es ohhhEs inica
456;Ya tengo buen tiempo y aún están excelente!
457;Muy rápida Bello diseño muchas innovaciones
458;El producto esta bien y tiene buena potencia al girar las aspas sin embargo creo que el material de las aspas y la carcasa de arriba es un plástico muy simple
459;CANCELARON MI PEDIDO NO ME ENVIARON EL PRODUCTO Y ME PREGUNTAN COMO ESTUVO MI PRODUCTO DE VERDAD NO ENTIENDO MEJOR ME RIO
460;el casco que compre me llego con rayones ....pero bueno lo aceptarlo por que me urgía llevarlo.
461;Me encanto igual al de la foto
462;Bueno y bonito el producto ...
463;Tengan cuidado si van a comprar este producto. Si pensaban usarlo en su parrilla de este fin de semana no lo podrán usar ni es semana santa.
464;En perfecto estado llegó antes de lo previsto
465;Llegó antes del tiempo pactado
466;Aún no me entregan el producto
